Internal ID	Q1: GOING OUT?	Q2: GENDER	Q3: AGE	Q4: COUNTRY	"Q5: STATE, PROVINCE, COUNTY, ETC"	Q6 | 100 Grand Bar	"Q6 | Anonymous brown globs that come in black and orange wrappers	(a.k.a. Mary Janes)"	Q6 | Any full-sized candy bar	Q6 | Black Jacks	Q6 | Bonkers (the candy)	Q6 | Bonkers (the board game)	Q6 | Bottle Caps	Q6 | Box'o'Raisins	Q6 | Broken glow stick	Q6 | Butterfinger	Q6 | Cadbury Creme Eggs	Q6 | Candy Corn	Q6 | Candy that is clearly just the stuff given out for free at restaurants	Q6 | Caramellos	"Q6 | Cash, or other forms of legal tender"	Q6 | Chardonnay	Q6 | Chick-o-Sticks (we don t know what that is)	Q6 | Chiclets	Q6 | Coffee Crisp	Q6 | Creepy Religious comics/Chick Tracts	Q6 | Dental paraphenalia	Q6 | Dots	Q6 | Dove Bars	Q6 | Fuzzy Peaches	Q6 | Generic Brand Acetaminophen	Q6 | Glow sticks	Q6 | Goo Goo Clusters	Q6 | Good N' Plenty	Q6 | Gum from baseball cards	Q6 | Gummy Bears straight up	Q6 | Hard Candy	Q6 | Healthy Fruit	Q6 | Heath Bar	Q6 | Hershey's Dark Chocolate	Q6 | Hershey s Milk Chocolate	Q6 | Hershey's Kisses	Q6 | Hugs (actual physical hugs)	Q6 | Jolly Rancher (bad flavor)	Q6 | Jolly Ranchers (good flavor)	Q6 | JoyJoy (Mit Iodine!)	Q6 | Junior Mints	Q6 | Senior Mints	Q6 | Kale smoothie	Q6 | Kinder Happy Hippo	Q6 | Kit Kat	Q6 | LaffyTaffy	Q6 | LemonHeads	Q6 | Licorice (not black)	Q6 | Licorice (yes black)	Q6 | Lindt Truffle	Q6 | Lollipops	Q6 | Mars	Q6 | Maynards	Q6 | Mike and Ike	Q6 | Milk Duds	Q6 | Milky Way	Q6 | Regular M&Ms	Q6 | Peanut M&M s	Q6 | Blue M&M's	Q6 | Red M&M's	Q6 | Green Party M&M's	Q6 | Independent M&M's	Q6 | Abstained from M&M'ing.	Q6 | Minibags of chips	Q6 | Mint Kisses	Q6 | Mint Juleps	Q6 | Mr. Goodbar	Q6 | Necco Wafers	Q6 | Nerds	Q6 | Nestle Crunch	Q6 | Now'n'Laters	Q6 | Peeps	Q6 | Pencils	Q6 | Pixy Stix	Q6 | Real Housewives of Orange County Season 9 Blue-Ray	Q6 | Reese s Peanut Butter Cups	Q6 | Reese's Pieces	Q6 | Reggie Jackson Bar	Q6 | Rolos	Q6 | Sandwich-sized bags filled with BooBerry Crunch	Q6 | Skittles	Q6 | Smarties (American)	Q6 | Smarties (Commonwealth)	Q6 | Snickers	Q6 | Sourpatch Kids (i.e. abominations of nature)	Q6 | Spotted Dick	Q6 | Starburst	Q6 | Sweet Tarts	Q6 | Swedish Fish	Q6 | Sweetums (a friend to diabetes)	Q6 | Take 5	Q6 | Tic Tacs	Q6 | Those odd marshmallow circus peanut things	Q6 | Three Musketeers	Q6 | Tolberone something or other	Q6 | Trail Mix	Q6 | Twix	"Q6 | Vials of pure high fructose corn syrup, for main-lining into your vein"	Q6 | Vicodin	Q6 | Whatchamacallit Bars	Q6 | White Bread	Q6 | Whole Wheat anything	Q6 | York Peppermint Patties	Q7: JOY OTHER	Q8: DESPAIR OTHER	Q9: OTHER COMMENTS	Q10: DRESS		Q11: DAY	Q12: MEDIA [Daily Dish]	Q12: MEDIA [Science]	Q12: MEDIA [ESPN]	Q12: MEDIA [Yahoo]	"Click Coordinates (x, y)"
90273431	No	Male	52	USA	VA	JOY	MEH	JOY	DESPAIR	MEH	DESPAIR	JOY	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	JOY	DESPAIR	MEH	MEH	JOY	DESPAIR	DESPAIR	JOY	MEH	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	MEH	DESPAIR	MEH	JOY	MEH	JOY	JOY	DESPAIR	DESPAIR		JOY	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	JOY	DESPAIR	DESPAIR	MEH	DESPAIR	MEH	JOY	MEH	MEH	MEH	MEH	DESPAIR		DESPAIR	JOY	JOY	DESPAIR	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	JOY	DESPAIR	MEH	MEH	MEH	DESPAIR	JOY	MEH	JOY	MEH	DESPAIR	DESPAIR	JOY	DESPAIR	JOY	JOY	MEH	DESPAIR	MEH	MEH	DESPAIR	MEH	DESPAIR	JOY	JOY	DESPAIR	DESPAIR	JOY	Bit o' honey			White and gold		Friday			1		"(19, 77)"
90273432	No	Female	37	united states	california 	MEH	MEH	JOY	DESPAIR	DESPAIR	MEH	MEH	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	DESPAIR	DESPAIR	MEH	MEH	DESPAIR	DESPAIR	JOY	MEH	DESPAIR	DESPAIR	JOY	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	MEH	JOY	DESPAIR	DESPAIR	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	JOY	DESPAIR	MEH	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	MEH	MEH	MEH	MEH	MEH	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	MEH	JOY	JOY	DESPAIR	JOY	MEH	DESPAIR	JOY	JOY	DESPAIR	JOY	DESPAIR	JOY	JOY	MEH	JOY	MEH	DESPAIR	JOY	MEH	MEH	DESPAIR	MEH	MEH	DESPAIR	JOY	JOY	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR				White and gold		Friday		1			"(64, 22)"
90273435	No	Male	57	United States	South Carolina	MEH	JOY	JOY	DESPAIR	MEH	MEH	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	MEH	JOY	JOY	MEH	MEH	MEH	DESPAIR	DESPAIR	MEH	JOY	MEH	DESPAIR	MEH	JOY	MEH	DESPAIR	JOY	DESPAIR	MEH	MEH	JOY	JOY	JOY	DESPAIR	DESPAIR	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	MEH	MEH	MEH	DESPAIR	JOY	MEH	MEH	MEH	MEH	JOY	MEH	JOY	JOY	JOY		JOY	JOY	MEH	MEH	MEH	JOY	JOY	MEH	MEH	JOY	MEH	DESPAIR	DESPAIR	MEH	DESPAIR	JOY	JOY	MEH	MEH	MEH	MEH	MEH	MEH	JOY	MEH	DESPAIR	MEH	MEH	JOY	MEH	MEH	DESPAIR	DESPAIR	MEH	JOY	JOY	JOY	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR				Blue and black		Friday		1			"(85, 30)"
90273436	No	Male	65	unhinged states	california																																																																																																																		
90273440	No	Male	44	United States	UT	MEH	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	JOY	DESPAIR	MEH	MEH	MEH	JOY	JOY	DESPAIR	JOY	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	DESPAIR	DESPAIR	MEH	JOY	DESPAIR	JOY	JOY	MEH	MEH	MEH	MEH	JOY	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	MEH	JOY	MEH	DESPAIR	MEH	JOY	JOY	DESPAIR	MEH	DESPAIR	MEH	MEH	JOY	MEH	MEH	MEH	MEH	MEH	DESPAIR	MEH	JOY	JOY	DESPAIR	JOY	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	MEH	DESPAIR	JOY	MEH	MEH	JOY	MEH	DESPAIR	JOY	JOY	DESPAIR	MEH	MEH	JOY	DESPAIR	MEH	MEH	MEH	JOY	DESPAIR	JOY	JOY	DESPAIR	DESPAIR	JOY		Circus peanuts		White and gold		Friday	1				"(32, 41)"
90273442	No	Male	60	USA	MA	MEH	DESPAIR	JOY	MEH	MEH	DESPAIR	MEH	DESPAIR	DESPAIR	JOY	JOY	MEH	DESPAIR	JOY	JOY	MEH	DESPAIR	MEH	MEH	DESPAIR	DESPAIR	JOY	JOY	MEH	MEH	MEH	DESPAIR	MEH	DESPAIR	DESPAIR	MEH	MEH	JOY	JOY	JOY	JOY	JOY	DESPAIR	JOY	MEH	JOY	MEH	DESPAIR	DESPAIR	JOY	MEH	MEH	MEH	MEH	JOY	JOY	JOY	MEH	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	DESPAIR	DESPAIR	MEH	MEH	MEH	JOY	JOY	MEH	JOY	MEH	MEH	DESPAIR	MEH	DESPAIR	JOY	JOY	MEH	JOY	MEH	MEH	JOY	MEH	JOY	DESPAIR	DESPAIR	MEH	JOY	MEH	MEH	MEH	MEH	DESPAIR	JOY	JOY	MEH	JOY	MEH	MEH	MEH	DESPAIR	DESPAIR	JOY	snowcaps			White and gold		Sunday		1			"(74, 21)"
90273444	No	Male	42	United States	Massachusetts	JOY	DESPAIR	JOY	DESPAIR	MEH	MEH	JOY	DESPAIR	MEH	JOY	DESPAIR	MEH	DESPAIR	JOY	JOY	JOY	DESPAIR	MEH	JOY	JOY	DESPAIR	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	JOY	DESPAIR	DESPAIR	JOY	JOY	JOY	JOY	MEH	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	MEH	MEH	DESPAIR	JOY	DESPAIR	JOY	DESPAIR	MEH	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	DESPAIR	DESPAIR	JOY	JOY	MEH	JOY	JOY	JOY	DESPAIR	MEH	DESPAIR	MEH	DESPAIR	JOY	JOY	DESPAIR	JOY	DESPAIR	MEH	JOY	JOY	JOY	JOY	DESPAIR	MEH	JOY	JOY	DESPAIR	MEH	MEH	JOY	JOY	JOY	DESPAIR	JOY	JOY	JOY	JOY	DESPAIR	DESPAIR	JOY				White and gold		Friday		1			
90273447	No	Male	39	Mexico	Baja California	JOY	DESPAIR	JOY	DESPAIR	MEH	DESPAIR	DESPAIR	JOY	DESPAIR	MEH	JOY	DESPAIR	MEH	MEH	JOY	JOY	JOY	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	MEH	DESPAIR	MEH	MEH	MEH	MEH	JOY	JOY	MEH	JOY	JOY	JOY	JOY	DESPAIR	DESPAIR	JOY	DESPAIR	JOY	DESPAIR	DESPAIR	MEH	JOY	DESPAIR	JOY	DESPAIR	DESPAIR	JOY	JOY	MEH	MEH	MEH	JOY	JOY	JOY	JOY	JOY	JOY	MEH	MEH	MEH	JOY	JOY	JOY	JOY	JOY	JOY	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	JOY	JOY	MEH	JOY	MEH	DESPAIR	JOY	MEH	JOY	MEH	MEH	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	JOY	JOY	JOY	JOY	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	JOY	Peanut marzapan	"Candy corn, I know it's on the list, but I really hate it. Butterscotch candy."		White and gold		Friday				1	"(80, 85)"
90273450	No	Female	57	USA	IN	MEH	DESPAIR	JOY	MEH	MEH	MEH	MEH	MEH	DESPAIR	MEH	JOY	DESPAIR	DESPAIR	JOY	MEH	JOY	MEH	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	MEH	MEH	JOY	JOY	DESPAIR	MEH	MEH	MEH	JOY	JOY	JOY	JOY	MEH	MEH	MEH	MEH	JOY	MEH	DESPAIR	JOY	JOY	DESPAIR	JOY	MEH	JOY	JOY	MEH	JOY	MEH	MEH	MEH	JOY	JOY	MEH	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	DESPAIR	MEH	JOY	MEH	MEH	MEH	JOY	DESPAIR	JOY	MEH	MEH	JOY	DESPAIR	MEH	MEH	MEH	JOY	DESPAIR	DESPAIR	MEH	JOY	MEH	MEH	MEH	MEH	DESPAIR	JOY	JOY	MEH	JOY	DESPAIR	MEH	JOY	DESPAIR	DESPAIR	JOY	Mounds bar		"My answers conflate candy I'd like to eat now (chocolate) with candy I liked to eat as a child (Sweet Tarts). It also doesn't distinguish candy I'd eat myself (chocolate) with things I'd give my kids (bags of chips). Given how vital and potentially earth-shaking this research is, you might want to refine your methodology further!"	White and gold		Sunday		1			"(70, 4)"
90273457	No	Male	36	United States	Michigan																																																																																																																		
90273459	No	Male	48	usa	CA	JOY	MEH	JOY		MEH	JOY	JOY	DESPAIR	DESPAIR	MEH	JOY	JOY	DESPAIR	JOY	JOY	DESPAIR	MEH	DESPAIR		DESPAIR	MEH	JOY	MEH	MEH	DESPAIR	DESPAIR	MEH	JOY	DESPAIR	MEH	MEH	MEH	JOY	MEH	JOY	JOY	JOY	DESPAIR	DESPAIR		JOY	DESPAIR	DESPAIR		MEH	MEH	MEH	JOY	JOY	JOY	MEH	JOY		MEH	JOY	MEH	JOY	JOY	JOY					MEH	MEH	DESPAIR	JOY	JOY	JOY	JOY	DESPAIR	MEH	MEH	MEH	DESPAIR	JOY	MEH	MEH	MEH	MEH	MEH	JOY	JOY	JOY	JOY		MEH	JOY	JOY			MEH	MEH	MEH	JOY	MEH	MEH	MEH	DESPAIR	MEH	DESPAIR	DESPAIR	JOY	Almond Joy  Lifesavers  compliments  almonds  peanuts popcorn balls	"holiday ""chocolate"" (that bland sub-par milk chocolate used to make Christmas, Easter, etc. themed candy) coupons movie-themed candies that were never taste-tested"		White and gold		Friday		1			"(69, 5)"
90273461	No	Male	42	Usa	Mi																																																																																																																		
90273463	No	Male	50	USA	California	JOY	MEH	JOY				MEH	MEH	DESPAIR	MEH	MEH	MEH	DESPAIR	JOY	JOY	JOY	JOY	DESPAIR		DESPAIR	DESPAIR	DESPAIR	MEH	JOY	MEH	MEH	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	MEH	MEH	MEH	DESPAIR	DESPAIR	DESPAIR		MEH		DESPAIR	JOY	JOY	DESPAIR	MEH	DESPAIR	JOY	MEH	DESPAIR	JOY		MEH	JOY	MEH	MEH	JOY	MEH	MEH	MEH			DESPAIR		JOY	MEH	MEH	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	MEH		JOY		MEH	MEH	MEH	JOY		DESPAIR	DESPAIR	DESPAIR	DESPAIR			DESPAIR	DESPAIR	MEH	MEH	MEH	MEH	DESPAIR	MEH		DESPAIR	DESPAIR	MEH	"popcorn balls,  licorice ice chalk,  pepperoni,  lik-a-stix"	potato chips lemon flavored prunes		White and gold		Sunday		1			"(80, 30)"
90273465	No	I'd rather not say	40	Usa	Massachusetts	JOY	JOY	JOY	DESPAIR	DESPAIR	MEH	DESPAIR	JOY	DESPAIR	MEH	DESPAIR	MEH	DESPAIR	MEH	JOY	JOY	DESPAIR	DESPAIR	JOY	MEH	DESPAIR	JOY	MEH	MEH	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	JOY	DESPAIR	DESPAIR	MEH	MEH	MEH	MEH	JOY	MEH	MEH	DESPAIR	JOY	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	MEH	MEH	JOY	JOY	MEH	MEH	MEH	JOY	JOY	MEH	MEH	JOY	JOY	MEH	DESPAIR	JOY	MEH	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	MEH	MEH	MEH	MEH	MEH	MEH	DESPAIR	JOY	JOY	JOY	JOY	JOY	DESPAIR	MEH	JOY	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	MEH	JOY	DESPAIR	JOY	MEH	JOY	MEH	JOY	MEH	JOY	JOY	DESPAIR	DESPAIR	JOY				Blue and black		Sunday		1			"(71, 28)"
90273466	No	Male	43	Canada 	Alberta 		DESPAIR	JOY		MEH	JOY	JOY	MEH	DESPAIR	MEH	JOY	MEH	DESPAIR	JOY	JOY	JOY		DESPAIR	MEH	JOY	DESPAIR		JOY	JOY	DESPAIR	JOY			DESPAIR	JOY	MEH	MEH	JOY	MEH	JOY	JOY	JOY	MEH	JOY		MEH		DESPAIR	JOY	MEH		JOY	MEH	DESPAIR	JOY	MEH	JOY	JOY	JOY	MEH	JOY	JOY	MEH	JOY	JOY	JOY	JOY		JOY	DESPAIR	JOY			JOY	MEH		MEH	JOY	MEH	DESPAIR	DESPAIR	DESPAIR		JOY	DESPAIR	JOY	MEH	JOY	JOY	JOY		JOY	JOY	JOY			DESPAIR		JOY	JOY	DESPAIR	JOY	DESPAIR	JOY		DESPAIR	DESPAIR	MEH	"The little Kraft caramel/fudge cubes, Caramilk "	Anything chewing gum 		White and gold		Friday		1			"(73, 32)"
90273468	No	Male	60	Usa	Ny	JOY	MEH	MEH	DESPAIR	DESPAIR	MEH	DESPAIR	MEH	DESPAIR	MEH	DESPAIR	MEH	MEH	MEH	JOY	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	MEH	MEH	JOY	JOY	JOY	JOY	MEH	MEH	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	MEH	DESPAIR	DESPAIR	MEH	MEH	MEH	DESPAIR	DESPAIR	JOY	JOY	JOY	DESPAIR	MEH	JOY	JOY	JOY	DESPAIR	JOY	JOY	DESPAIR	MEH	DESPAIR	DESPAIR	JOY	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	MEH	MEH	JOY	JOY	MEH	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	Bonobo Turkish Taffy (vanilla)	Red hots		Blue and black		Friday		1			"(89, 32)"
90273470	No	Female	55	united states of america	illinois	JOY	DESPAIR	JOY	DESPAIR	MEH	DESPAIR	JOY	DESPAIR	DESPAIR	JOY	DESPAIR	MEH	DESPAIR	MEH	JOY	JOY	JOY	JOY	MEH	DESPAIR	DESPAIR	MEH	JOY	JOY	DESPAIR	JOY	JOY	JOY	DESPAIR	JOY	MEH	DESPAIR	JOY	JOY	MEH	MEH	DESPAIR	DESPAIR	JOY	DESPAIR	JOY	DESPAIR	DESPAIR	MEH	JOY	JOY	JOY	JOY	JOY	JOY	MEH	MEH	DESPAIR	MEH	JOY	DESPAIR	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	DESPAIR	JOY	DESPAIR	JOY	MEH	MEH	MEH	DESPAIR	JOY	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	JOY	MEH	MEH	DESPAIR	MEH	DESPAIR	JOY	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	JOY	"Heath Bars, Skor Bars, Hersey Dark Choloate"	Milkyway	Awesome list...but where is Merlot!!!	White and gold		Friday		1			"(67, 33)"
90273472	No	Male	40	USA	North Carolina	JOY	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	JOY	MEH	DESPAIR	JOY	JOY	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	MEH	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	MEH	MEH	MEH	DESPAIR	DESPAIR	JOY	JOY	MEH	DESPAIR	MEH	DESPAIR	JOY	JOY	JOY	JOY	JOY	MEH	MEH	MEH	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	DESPAIR	MEH	JOY	DESPAIR	JOY	MEH	DESPAIR	DESPAIR	JOY	JOY	MEH	JOY	DESPAIR	MEH	MEH	MEH	JOY	MEH	DESPAIR	JOY	JOY	JOY	MEH	MEH	MEH	MEH	JOY	JOY	JOY	JOY	DESPAIR	JOY	JOY	DESPAIR		JOY	"Books, comics, popcorn balls"	Gum		Blue and black		Sunday			1		"(19, 89)"
90273474	No	Male	34	United States of America	California	JOY	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	MEH	MEH	DESPAIR	JOY	JOY	JOY	DESPAIR	DESPAIR	MEH	MEH	DESPAIR	DESPAIR	JOY	MEH	JOY	JOY	JOY	DESPAIR	DESPAIR	MEH	MEH	DESPAIR	JOY	JOY	DESPAIR	MEH	MEH	MEH	JOY	DESPAIR	JOY	DESPAIR	DESPAIR	MEH	JOY	MEH	MEH	DESPAIR	DESPAIR	JOY	MEH	MEH	MEH	DESPAIR	MEH	JOY	MEH	JOY	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	MEH	DESPAIR	MEH	MEH	MEH	MEH	MEH	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	MEH	JOY	MEH	MEH	MEH	MEH	MEH	JOY	MEH	MEH	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	MEH	JOY	DESPAIR	JOY	JOY	JOY	JOY	DESPAIR	DESPAIR	JOY				Blue and black		Sunday				1	"(76, 65)"
90273476	No	Male	56	USA	"Santa Cruz County, California"	JOY	DESPAIR	JOY	DESPAIR			DESPAIR	MEH	DESPAIR	JOY	JOY	JOY	MEH	JOY	JOY	JOY		JOY		DESPAIR	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	JOY		JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	JOY	JOY	MEH	JOY	JOY		JOY		DESPAIR		JOY			JOY	JOY	JOY	MEH	JOY		JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	JOY	DESPAIR	JOY	JOY	DESPAIR	JOY	MEH	MEH	JOY		MEH	MEH	JOY	JOY	JOY	JOY		JOY	DESPAIR	JOY			JOY		DESPAIR	JOY	JOY	JOY			MEH	JOY	JOY	JOY	DESPAIR	JOY	DESPAIR	DESPAIR		DESPAIR	MEH	JOY	There should be a special joy column for Resses Peanut Butter Cups (original)	Anything that looks like it may have been opened. Anything repackaged. Any hand made food.		White and gold		Sunday		1			"(75, 23)"
90273479	Yes	Male	65	USA	MARYLAND	MEH	MEH	JOY	DESPAIR	MEH	MEH	MEH	MEH	MEH	JOY	JOY	MEH	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	MEH	JOY	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	MEH	MEH	DESPAIR	MEH	JOY	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	MEH	MEH	MEH	MEH	MEH	MEH	DESPAIR	DESPAIR	JOY	JOY	MEH	MEH	MEH	MEH	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR				White and gold	dress (https://survey.ubc.ca/media/assets/user/14372/storage/dress.png)	Sunday			1		"(34, 52)"
90273482	No	Female	40	USA	Oregon	MEH	DESPAIR	JOY		MEH	DESPAIR	MEH	MEH	DESPAIR	JOY	JOY	JOY	DESPAIR	JOY	JOY	MEH		MEH		MEH	DESPAIR	JOY	MEH	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	DESPAIR	MEH	MEH	DESPAIR	MEH	MEH	JOY	JOY	DESPAIR	JOY	JOY		JOY	DESPAIR	DESPAIR		JOY	MEH	MEH	JOY	JOY	MEH	JOY	MEH		JOY	JOY	JOY	JOY	JOY	DESPAIR	JOY		DESPAIR		MEH	DESPAIR	MEH	JOY	MEH	JOY	MEH	MEH	MEH	DESPAIR	MEH	DESPAIR	JOY	JOY		JOY	DESPAIR	JOY	JOY	JOY	JOY	JOY	DESPAIR	JOY	MEH	MEH			DESPAIR	JOY	JOY	JOY	DESPAIR	JOY	DESPAIR	DESPAIR	JOY	DESPAIR	DESPAIR	JOY				White and gold		Friday		1			"(73, 15)"
90273490	No	Male	56	United States	Pennsylvania	MEH	JOY	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR		JOY	JOY	JOY	DESPAIR	JOY	JOY	MEH	JOY	MEH	DESPAIR	DESPAIR	DESPAIR	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	DESPAIR	MEH	MEH	MEH	JOY	JOY	JOY	JOY	MEH	JOY	JOY	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	MEH	JOY	JOY	DESPAIR	DESPAIR	MEH	DESPAIR	MEH	JOY	JOY	MEH	MEH	MEH	MEH	MEH	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	MEH	DESPAIR	DESPAIR	MEH	JOY	DESPAIR	DESPAIR	MEH	DESPAIR	MEH	MEH	MEH	JOY	DESPAIR	MEH	JOY	DESPAIR		DESPAIR	DESPAIR	JOY	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	DESPAIR	JOY	JOY	DESPAIR	MEH	DESPAIR	DESPAIR	DESPAIR	DESPAIR	DESPAIR	MEH	Goldenberg's Peanut chews										
90273492	No	Female	59	USA	NJ																																																																																																																		
90273499	No	Male	42	USA	Oregon																																																																																																																		
90273500	No	Male	57	United States	North Dakota	JOY	MEH	JOY	DESPAIR	DESPAIR	DESPAIR	MEH	MEH	DESPAIR	JOY	JOY	JOY	MEH	JOY	JOY	JOY	DESPAIR	MEH	JOY	DESPAIR	DESPAIR	MEH	MEH	MEH	DESPAIR	MEH	MEH	MEH	DESPAIR	MEH	DESPAIR	JOY	MEH	MEH	JOY	JOY	JOY	DESPAIR	MEH		JOY	MEH	DESPAIR		JOY	MEH	MEH	MEH	MEH	MEH	DESPAIR	MEH		MEH	JOY	JOY	JOY	JOY	JOY	JOY	JOY			MEH	MEH	JOY	JOY	MEH	DESPAIR	JOY	MEH	MEH	DESPAIR	MEH	DESPAIR	JOY	JOY		JOY	DESPAIR	MEH	MEH	MEH	JOY	MEH	MEH	MEH	MEH	MEH			MEH	DESPAIR	JOY	JOY	MEH	JOY	DESPAIR	DESPAIR	MEH	DESPAIR	MEH	JOY				Blue and black		Friday		1			"(73, 34)"
90273502	No	Male	31	United States	New York																																																																																																																		
